Reading the plan and exploring referenced codebase paths for edge-case and failure-mode review.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix

**2. [integration]** [`skills/design/SKILL.md:758`](skills/design/SKILL.md) — Main-agent adjudication still re-runs tally with a lone `--voter-files` path. That path is not in the plan’s slot-metadata design, so the post-adjudication forensic TSV can show empty `vN_*` ratings even though `voting_result` and accepted/rejected artifacts change.

**3. [correctness]** [`skills/design/scripts/tally-plan-review.sh`](skills/design/scripts/tally-plan-review.sh) (FINDING_5 sanitization) — Spec and harness case 15 require tabs → single space; proposed `tr -d '\t' | tr '\n' ' '` deletes tabs instead of replacing them, which can merge adjacent fields and fail case 15.

**4. [correctness]** [`skills/design/scripts/tally-plan-review.sh`](skills/design/scripts/tally-plan-review.sh) / [`tally-plan-review.md`](skills/design/scripts/tally-plan-review.md) — Legacy `--voter-files` “basename inference (current behavior)” is not implemented today and is not normatively defined. Harnesses (`v1.txt`, `vstub*.txt`) will not infer Claude/Codex/Cursor reliably without explicit rules or WARN-on-unknown.

**5. [architecture]** [`skills/design/scripts/tally-plan-review.sh:110-119`](skills/design/scripts/tally-plan-review.sh) — `MainAgent` is excluded from `vN_*` but the plan does not say whether `MainAgent` enters `eligible_count` or the `vote_for_id` loop. That ambiguity can skew `classify_result` vs published forensic columns on the main-agent re-run path.

**6. [risk-integration]** [`skills/design/scripts/test-findings-classification.sh`](skills/design/scripts/test-findings-classification.sh) — Failure-mode #1 requests a cross-parser sanity check, but the enumerated cases stop at duplicate-ID parity (case 14). Add an explicit `vote_for_id` ↔ `parse-judge-vote-and-rating.sh` equivalence fixture.

**7. [correctness]** [`skills/design/scripts/plan-review-loop.sh:218-222`](skills/design/scripts/plan-review-loop.sh) — FINDING_15 audits `write_empty_review_artifacts` branches; `panel-failed` uses that helper and never runs tally, so it needs the same header-only TSV write and a `test-plan-review-loop.sh` assertion.

**[OUT_OF_SCOPE] 8.** [`skills/design/SKILL.md:760`](skills/design/SKILL.md) — Step 3’s artifact list should mention `plan-review/round-<N>/findings-classification.tsv` for operator discoverability (docs/run-logs.md is planned but SKILL is the live workflow entry).
