schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
11	in_scope	latent	architecture	skills/implement/SKILL.md:974-975	`coder_explicit` is only defined in deleted waterfall prose; flag-parse contract is implicit	Orchestrator may stop setting `coder_explicit=true` when `--coder` is passed, breaking Step 2.4 informational vs fallback banners	Keep a Flags/Step 0 bullet: “when `--coder` is present set `coder_explicit=true` before bootstrap; otherwise false after KV parse”
12	in_scope	latent	correctness	plan:edge-cases:4;testing-strategy	Edge case 4 asks for `B-coder-repo-unavailable` but testing strategy omits it	`GP-repo-unavail-*` will gain `coder=` under widened guard with no assertion; regression won’t catch accidental Step 2 entry	Add `B6-coder-repo-unavailable` (or extend `GP-repo-unavail-plan`) asserting populated `coder`, empty `PLAN_FILE`, and no `run-step2-dispatch` prerequisites violated
13	in_scope	latent	architecture	skills/implement/SKILL.md:666-697	Plan deletes `### Step 0 — tracking issue adoption` including the bootstrap behavior map table	Operators lose in-SKILL documentation for `repo_unavailable` / `forked_target` routing unless relocated	Migrate the table into collapsed Step 0 routing or `scripts/implement-bootstrap.md` Behavior mapping with a SKILL pointer
14	in_scope	latent	correctness	scripts/test-implement-structure.sh:304-308	Structural pin `grep -Fq 'coder='` is broad	Can match unrelated prose/comment tokens instead of `_ib_kv_scan` arms	Pin `coder=*)` / `coder_fallback=*)` case arms or `export coder` lines inside the Step 0 fence awk window
15	[OUT_OF_SCOPE]	latent	architecture	plan:Open-questions-Gate-C	Cursor-first reversal vs landed #2756 Codex-first default	Product/order mismatch is acknowledged but remains an operator Gate C decision outside implementation correctness	Track Gate C approval in issue thread; no code fix until direction is chosen

**1. [correctness]** `scripts/implement-bootstrap.sh` (`phase_coder_select`): The proposed control flow returns immediately after `_phase_coder_explicit`, so `emit_coder_breadcrumb_if_enabled` never runs on explicit success paths that B6 and the structural pin require.

**2. [correctness]** `skills/implement/SKILL.md:971-975`: Step 2.4 still branches on `coder_fallback_target`; the plan adds `coder_fallback` KV from bootstrap but does not rewire this ladder.

**3. [risk-integration]** Deleting `### Implementer waterfall` (L742-744) removes guards for `REPO_UNAVAILABLE` and missing `plan.txt` / `feature-description.txt` while edge case 4 still runs coder selection on repo-unavailable paths—risk of entering Step 2 dispatch without plan artifacts.

**4. [correctness]** `_phase_coder_append_warning` uses `--output-file /dev/stdin` with a here-string; `append-tool-failure.sh` reads a file path (see existing calls at `scripts/implement-bootstrap.sh:275-282`), so Warnings may never append.

**5. [code-quality]** Plan snippet lines 51-57 reference non-existent `*_available_from_infra` globals; production code only sets `codex_available` / `cursor_available`.

**6. [correctness]** B6 tests reference `LARCH_TEST_CURSOR_AVAILABLE`; the harness only controls probes via `session-setup.sh` stubs (`write_gp1_session_setup` pattern).

**7. [correctness]** B6-both-down manifest assertion needs sandbox `larch-log.sh`/`invoke-log` support; `LARCH_LARCH_LOG_RECORD` is not implemented.

**8. [risk-integration]** Edge case 5’s `IMPLEMENT_BAIL_REASON` preserve guard is not in the proposed `phase_coder_select` body.

**9. [architecture]** L12, L14, L297, L478, and L460 still describe `--up-to-phase plan` and the deleted waterfall—needs coordinated prose update per plan’s partial L14 note.

**10–14.** See TSV rows for breadcrumb truthiness, `coder_explicit` contract, repo-unavailable test gap, behavior-map relocation, and structural-pin specificity.

**15. [OUT_OF_SCOPE]** Gate C Cursor-first vs #2756 Codex-first remains a product decision documented in the plan’s open questions.
