finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_12	dyn-symilar-parity-output.txt	neutral	NO	true	minor	good	false	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_13	dyn-parallel-pairs-output.txt|dyn-lint-surface-output.txt	neutral	NO	partially-true	minor	good	false	cursor-validity	NO	partially-true	minor	good	false	cursor-plan-fidelity	YES	partially-true	major	good	false	cursor-pragmatism
FINDING_14	dyn-lint-surface-output.txt	rejected	NO	partially-true	minor	excellent	false	cursor-validity	NO	partially-true	minor	excellent	false	cursor-plan-fidelity	NO	partially-true	minor	excellent	true	cursor-pragmatism
FINDING_15	dyn-lint-surface-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	true	minor	adequate	false	cursor-pragmatism
OOS_1	cursor-specialist-edge-cases-output.txt	rejected	NO	partially-true	nit	no-fix	false	cursor-validity	NO	partially-true	nit	no-fix	false	cursor-plan-fidelity	NO	partially-true	nit	no-fix	true	cursor-pragmatism
OOS_2	cursor-specialist-edge-cases-output.txt	neutral	NO	true	nit	adequate	false	cursor-validity	YES	true	nit	good	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
OOS_3	cursor-specialist-edge-cases-output.txt|cursor-specialist-testing-output.txt|dyn-symilar-parity-output.txt|dyn-lint-surface-output.txt	accepted	YES	true	minor	adequate	false	cursor-validity	YES	true	minor	adequate	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism
OOS_4	cursor-specialist-testing-output.txt|dyn-parallel-pairs-output.txt|dyn-lint-surface-output.txt	neutral	YES	true	nit	good	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
OOS_5	cursor-specialist-testing-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
OOS_6	cursor-specialist-testing-output.txt	rejected	NO	partially-true	nit	no-fix	false	cursor-validity	NO	partially-true	nit	no-fix	false	cursor-plan-fidelity	NO	partially-true	nit	no-fix	true	cursor-pragmatism
OOS_7	dyn-symilar-parity-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	partially-true	nit	weak	false	cursor-plan-fidelity	NO	true	minor	adequate	false	cursor-pragmatism
OOS_8	dyn-symilar-parity-output.txt	rejected	NO	partially-true	nit	no-fix	false	cursor-validity	NO	partially-true	nit	adequate	true	cursor-plan-fidelity	NO	partially-true	nit	no-fix	true	cursor-pragmatism
OOS_9	dyn-parallel-pairs-output.txt	neutral	YES	true	minor	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
OOS_10	dyn-parallel-pairs-output.txt	rejected	NO	true	nit	good	false	cursor-validity	NO	true	nit	good	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
