Reading the implementation plan and exploring the referenced codebase paths.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
11	in_scope	nit	architecture	README.md:59,docs/skills.md:50	Consumer flag enumerations omit --manual/-m	Plan only conditionally mentions README; docs/skills.md is a canonical argv index and will stay stale	Add --manual/-m to README table and docs/skills.md Arguments line with Gate B opt-in wording
12	out_of_scope	latent	architecture	skills/shared/dialectic-protocol.md:21,338-347	Step 3.5 is still documented as design discussion round 2, not Gate B	Stale cross-reference does not block #2930 but confuses re-entry semantics	File follow-up to retarget dialectic-protocol Step 3.5 prose to Gate B / accepted-plan-findings.md

**1. [correctness] `skills/design/SKILL.md:230-257`** — Router-flag recovery only runs when `partition_requested` or `brainstorm_requested` is true. The plan extends the jq merge for `manual_gate_b` but does not require widening the outer `if`/`elif` guards. A `--manual`-only run that hits `write-run-params.sh` failure never persists `manual_gate_b`; Gate B then coerces to auto-apply.

**2. [correctness] `skills/design/references/approval-gates.md:5`** — The file-level **Contract** still states that no reviewer suggestion is ever auto-applied and the user is always prompted. That directly contradicts the proposed default auto-apply path and is not listed among the planned approval-gates edits.

**3. [correctness] `skills/design/references/approval-gates.md:76-80`** — **Presentation** still mandates the full findings table and visibility “via the subsequent `AskUserQuestion`.” The auto-apply branch uses a different header and shorter concern excerpts; without rewriting Presentation, normative text conflicts with the new branch.

**4. [code-quality] `scripts/test-design-structure.sh:604-696`** — Hard greps pin the public argv allowlist sequence, `argument-hint`, `write-run-params` flags, and recovery jq literals for partition/brainstorm. The plan treats `test-design-structure.sh` as optional review; implementing SKILL changes without new pins will fail CI or leave `manual_gate_b` unguarded.

**5. [correctness] `skills/design/SKILL.md:764,783`** — Step 3 and Step 3.5 still say plan revision happens only on explicit user choice and that the plan is never auto-revised. The plan only schedules a dual-mode rewrite at Step 3.5 prose (item 6), not these adjacent step bodies.

**6. [correctness] `skills/design/references/plan-review.md:198,211` and `plan-review-quick.md:23,47`** — Both still say Gate B applies findings only per explicit user choice. They are absent from **Files to modify** despite failure-mode #2’s grep intent.

**7. [risk-integration] `skills/design/SKILL.md:30`** — The anti-halt reminder ties approval gates to `AskUserQuestion`. Auto-apply Gate B has no prompt; add an explicit continue-without-waiting exception to avoid halt-after-findings-list.

**8. [correctness] `skills/design/references/approval-gates.md:97` (proposed)** — `jq -r '.manual_gate_b // false'` does not coerce non-boolean JSON; corrupt values can mis-route. Prefer `(.manual_gate_b == true)` or an explicit true/false string test.

**9. [architecture] `skills/design/references/approval-gates.md:86-87` (proposed)** — Failure mode #3 recommends a shared Apply-all subsection but the file plan does not require it. Require a single referenced subsection for both manual option (a) and auto-apply.

**10. [architecture] `skills/design/SKILL.md:17-18`** — Tier table text still implies `--hard` always uses per-finding approval. After the default flip, Gate B mode is `--manual`, not tier.

**11. [architecture] `README.md:59`, `docs/skills.md:50`** — Consumer-facing argv tables omit `--manual`/`-m`. Plan mentions README conditionally but not `docs/skills.md`.

**[OUT_OF_SCOPE] 12. [architecture] `skills/shared/dialectic-protocol.md:21,338-347`** — Step 3.5 is still described as “design discussion round 2” rather than Gate B; track separately from #2930.
