Reading the implementation plan and exploring cited codebase paths.
Checking one more edge case for the pattern gate vs attestation-only outputs:
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
**1. [correctness]** [`skills/review/scripts/test-aggregate-findings.sh:217-223`](skills/review/scripts/test-aggregate-findings.sh) — The plan groups `zero_findings_prose_finding_ids` with narrow-trigger cases moving to `REASON=validation-exhausted`. The stub’s `### FINDING_ids` line does not match `_PREAMBLE_FINDING_SIGNAL` or `_PSEUDO_FINDING_HEADING` (no digit after `FINDING_`), so validation stays on the missing-attestation path (`MERGE_PIPELINE_RC=2`). **Revision:** Keep `validation-failed` for this case; only true narrow-trigger stubs (`zero_findings`, `preamble_contradiction`, `numbered_prose_contradiction`, etc.) should move to `validation-exhausted`.

**2. [correctness]** [`skills/review/scripts/test-aggregate-findings.sh:1082-1112`](skills/review/scripts/test-aggregate-findings.sh) — `preamble_contradiction` and `numbered_prose_contradiction` emit `preamble_finding_substring` (`MERGE_PIPELINE_RC=1`) but the plan’s ~10-case rewrite list omits them. After removing the outer loop, they will surface `validation-exhausted`, not `validation-failed`. **Revision:** Add explicit expectation updates for both cases (and drop `LARCH_AGGREGATE_MAX_OUTER_PHASES=1`).

**3. [risk-integration]** [`skills/review/scripts/test-aggregate-findings.sh:1114-1202`](skills/review/scripts/test-aggregate-findings.sh) — Five tests depend on multiple outer `aggregate-findings.sh` dispatches (`waterfall_ctr`, `zero_findings_waterfall_ctr`, #2782). The plan says delete “outer-loop bookkeeping” cases and add one narration→Codex pattern-gate test, but #2782’s failure mode is attestation-only empty merge (still pattern-miss), not narration-only. **Revision:** Replace #2782 with a dedicated dispatcher test (phase-1 attestation-only → phase-2 structured findings); rewrite or delete `waterfall_*` cases against `aggregator-dispatch.env` phase slots, not `PHASES_ATTEMPTED`.

**4. [architecture]** [`skills/review/scripts/review-core.md:63`](skills/review/scripts/review-core.md) — Artifact inventory still documents three per-phase output files. Post-collapse there is one slot output plus dispatch env. **Revision:** Include `review-core.md` in the plan’s UPDATED files.

**5. [integration]** [`skills/review/scripts/test-aggregate-findings.sh:50-52`](skills/review/scripts/test-aggregate-findings.sh) — `emit_dispatch_ok` does not emit `ALL_OUTPUT_FILES_PATH`, so the new primary resolver path is untested in the bulk of stub-driven cases. **Revision:** Extend the stub and assert path resolution in at least one case.

**6. [architecture]** Proposed `aggregate-findings.sh` — `decompose-aggregator.sh` keeps a post-dispatch `grep` after `--require-result-pattern`; the plan relies solely on the dispatcher gate plus one validator pass. **Revision:** Consider the same defense-in-depth grep before `_agg_pipeline_for_candidate` to catch path/content skew without reintroducing an outer loop.

**7. [code-quality]** [`skills/review/scripts/test-aggregate-findings.md:17-19`](skills/review/scripts/test-aggregate-findings.md) — Repository edit-in-sync rule ties harness markdown to contract changes; the plan updates `.md` for `aggregate-findings` but not the test sibling doc.

**8. [OUT_OF_SCOPE] [architecture]** — Factor shared “parse dispatch stdout → candidate file” logic from `decompose-aggregator.sh` and the proposed aggregate path to avoid the next drift on `ALL_OUTPUT_FILES_PATH`.

**9. [OUT_OF_SCOPE] [correctness]** — Aggregator-specific `STATUS=cap_hit` vs `--require-result-pattern` is only covered at the dispatcher layer; a narrow aggregate harness case would close the loop for `/implement` token-cap stalls.
