I'll read the plan and the three launcher scripts to verify the proposed redirect changes against the current code.
Checking whether the plan covers sibling docs and the implementer harness registration.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
**3. [integration]** `scripts/launch-codex-implement.md:7-8`, `scripts/launch-review.md:69-71`, `scripts/run-external-agent.sh:222-277` — Splitting redirects sends `run-external-agent.sh` stdout (progress/failure echoes) to `*.events.jsonl`, not the text sidecar. Sibling docs still document `2>&1` combined capture into the sidecar for operator debugging and auth classification. The plan should update those contracts and call out the diagnostic surface change.

**4. [correctness/risk]** Plan failure-mode #2 (`plan.txt:151`) vs test updates (`plan.txt:108-119`) — The plan requires stdout-auth stub coverage after `--json`, but the UPDATED test sections only describe JSONL token assertions. If Codex emits auth strings on stdout with JSONL, `external_is_auth_failure "codex" "$SIDECAR"` (stderr-only) will miss them.

**5. [correctness]** `scripts/test-launch-codex-ci.sh:58-97` — Edge case 145 asks to verify auth detection via test stubs, but the current harness has no token-record or auth-failure smokes, and the UPDATED section does not require adding them.

**6. [correctness]** `scripts/test-launch-review.sh` / `plan.txt:144` — The plan states `/dev/null` SIDECAR behavior is “correctly reflected in the test stubs,” but no case forces `SIDECAR=/dev/null` when `${OUTPUT}.sidecar` is not writable.

**7. [nit/correctness]** `plan.txt:69-78` — Variable names (`OUTPUT`, `TRANSCRIPT_PATH`, `SIDECAR`, `SIDECAR_LOG`) match current code and proposed `>"${…}.events.jsonl" 2>"$SIDECAR…"` syntax is Bash 3.2-valid; however `launch-review.sh` lacks the explicit combined redirect line given for implement/ci.

**8. [nit/architecture]** `plan.txt:130-134` — Makefile wiring should name a concrete `test-harnesses-N` target (e.g. `test-harnesses-17`), not “test-shell or test.”

**Verified OK (no finding):** `external_is_transient_infra_failure` reads `$OUTPUT`/`$TRANSCRIPT_PATH`, not the sidecar, so stdout split does not affect it. Proposed `${TRANSCRIPT_PATH}.events.jsonl` and `${OUTPUT}.events.jsonl` paths match live variable names in `launch-codex-implement.sh` and `launch-codex-ci.sh`. `/dev/null` branch semantics (events discarded, parse returns 1, no ledger row) are logically consistent if parse is still invoked on a missing events file.

**[OUT_OF_SCOPE]** Register `scripts/parse-codex-usage.sh`, `scripts/test-parse-codex-usage.sh`, and sibling `.md` files in `agent-lint.toml` and add a `docs/linting.md` row—follows the pattern used by other token harnesses but is not listed in the plan.
