Reading the implementation plan and exploring referenced codebase paths.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
**2. [correctness] `skills/implement/SKILL.md:14`** — The anti-halt reminder still says: “after Step 17, follow NEVER #20; **emit only the mandatory verbatim cost line** and continue to Step 18.” That line is not in the plan’s implement edit list (NEVER #20, Step 17, Step 18). Anti-halt text is high-salience; it can override Step 17’s new mechanism in practice.

**3. [risk-integration] `skills/implement/SKILL.md:1751-1828`** — The plan widens top-chat visibility from one line to the full block but does not address sentinel ordering: Bash still `touch`es `.step17-printed` when `grep` finds `- **Cost**:` before the orchestrator’s separate emit step. If the model skips the emit (failure mode #2 in the plan), Step 18 suppresses `--print-stdout` and only re-emits when cost changes—exactly the failure mode this issue targets, now affecting the entire block. Prior implement review material (FINDING_42) already flagged this; the plan does not mitigate it.

**4. [correctness] `skills/implement/SKILL.md:1808-1828`** — Edge cases require full-body `cmp -s` for Step 18 re-emit, and Step 18 prose is slated to switch to “body changed,” but the plan does not update the Step 18 Bash fence (`_wfr_prev_cost`, `_wfr_new_cost`, `_wfr_emit_cost`). Non-cost deltas after `token-report.sh` refresh (warnings, exec-issue counts, duration) are common on the implement path; cost-only comparison leaves orchestrator prose and mechanical guards inconsistent.

**5. [correctness] `scripts/test-render-cost-line-callsites.sh:37-54`** — The testing section replaces four prose `grep -Fq` pins but not the Step 17/18 Bash pins (37–44) and does not add negative assertions that old cost-line-only strings are absent. After partial edits, `make lint` can pass while stale contracts remain in SKILL.md or tests still encode cost-line-only Step 18 semantics.

**6. [architecture] plan approach** — Shifting from “extract one line via grep” to “Read entire file and paste verbatim” increases token cost and model-compliance burden without a non-LLM visibility channel. The plan accepts duplicate output (collapsed Bash + top chat) but does not adopt the stronger alternative: a small post-render script invocation whose stdout is orchestrator-emitted once (or a mandatory `📋 emitting final-summary at top chat` breadcrumb in the SKILL edit list, not only in failure-mode narrative).

**7. [latent] [security] orchestrator full-body emit** — Emitting the entire persisted summary increases prompt-injection surface versus a single validated cost bullet. Renderer output is usually trusted, but summaries incorporate dynamic warning/exec-issue text; full verbatim promotion to top chat is a higher-visibility exfil channel if content is ever poisoned.

**[OUT_OF_SCOPE] `scripts/test-render-cost-line-callsites.md:3-7`** — Update the harness description when pins change; optional file rename remains deferred per plan.
