Reviewing the implementation plan against stated requirements; reading the plan and exploring cited codebase paths.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
**1. [correctness]** `plan.txt:26-27` / `feature-description.txt:11-12` — Issue item 2 requires converting progress-tier `ci-wait.sh` `larch_errf` calls to `emit_breadcrumb --category=wait-ci`. The plan assigns `progress` to `"⏳ CI: waiting"`, poll dots, and poll summaries. **Revision:** Use `wait-ci` for all CI-wait progress-tier conversions called out in item 2; align the ci-wait subsection with the issue manifest, not only the generic heuristic table.

**2. [architecture]** `plan.txt:128-135`, `scripts/design-log-publish.sh:257-274`, `skills/implement/SKILL.md:672-675` — Item 6 adds batch infrastructure in `larch-log.sh` but the plan is silent on who calls `larch-log.sh write --batch breadcrumbs --input-dir <tmpdir>/breadcrumbs`. `design-log-publish.sh` only stages top-level tmpdir files; Step 7a’s batch table omits `breadcrumbs`; `larch-log-flush.sh` only runs `commit`. **Revision:** Add concrete caller(s) (e.g. `design-log-publish.sh` recursion into `$DESIGN_TMPDIR/breadcrumbs/`, implement Step 7a / `refresh-run-logs.sh`) and note `PUBLISH_OK` interaction where partial skips must not fail the whole publish.

**3. [correctness]** `plan.txt:199-205` vs `feature-description.txt:27-29` — Acceptance still lists `make test-breadcrumb-monitor` / `make test-breadcrumb-monitor-bash32`, but items 4 and 7 are explicitly deferred. **Revision:** Split acceptance in the plan: in-scope targets vs OOS harness targets, so implementers do not treat missing Makefile targets as a core-slice failure.

**4. [risk-integration]** `scripts/test-larch-logs-batches.sh:54-56`, `scripts/larch-log-batches.md:34-35` — Registering `breadcrumbs / replace breadcrumb-streaming` without updating the batch harness (or `lib-larch-log.sh` sanitizer `case`) breaks `make test-larch-logs-batches`, which the plan lists as required. **Revision:** Add `scripts/test-larch-logs-batches.sh` and `scripts/lib-larch-log.sh` to the file list with explicit allowlist/sanitizer behavior.

**5. [security/correctness]** `plan.txt:133-135` vs `feature-description.txt:19` — Issue item 6 says fail-closed on redactor error; the plan adopts skip-file + `Warnings` + continue. **Revision:** Document the Step 1c Q4 override in the Approach section and ensure the `append-tool-failure.sh` site/category matches `execution-issues` flush semantics.

**6. [security]** `plan.txt:135` vs `plan.txt:189-191` — Symlink handling contradicts itself (`readlink`/realpath escape vs `-L` only). Scope is also pinned to `$DESIGN_TMPDIR` while inputs include `$IMPLEMENT_TMPDIR` / `$REVIEW_TMPDIR`. **Revision:** Single rule: skip symlinks with `-L` under the resolved `--input-dir` root for each skill.

**7. [correctness]** `scripts/larch-log.sh:229-258` — The proposed directory walk does not fit the current `write` subcommand (`--input-file`, `larch_log_redact_file`, `larch_log_validate_batch_payload`). **Revision:** Specify a dedicated branch (new flags in `usage()`, no double redaction) and how `larch_log_batch_path` behaves when extension is `/`.

**8. [correctness]** `plan.txt:205-206` — Post-migration grep excludes `.claude/skills/bump-version/scripts/apply-bump.sh` and several `test-*.sh` files that contain `emit_breadcrumb`. **Revision:** Either migrate those callsites or document them as intentional exclusions in the spot-check command.

**9. [architecture]** `plan.txt:13-14` — Sibling docs for `breadcrumb-monitor.sh` / `lib-redact-streaming.sh` are planned, but `ci-wait.md` is not updated for the `emit_breadcrumb` migration despite item 2 being ci-wait-centric. **Revision:** Add `scripts/ci-wait.md` to UPDATED docs or cross-reference ci-wait behavior in `breadcrumb-monitor.md`.

**10. [OUT_OF_SCOPE]** `feature-description.txt:15-16` — Item 4 harnesses (trap chain, streaming PEM, byte-identical adoption tests) remain deferred; track via Step 5b OOS filing (`scripts/test-breadcrumb-monitor.sh` et al.).

**11. [OUT_OF_SCOPE]** `feature-description.txt:21-25` — Items 7–9 (Makefile, `SECURITY.md`, `docs/run-logs.md`, foreground-marker rewrites) are correctly deferred but required for full issue closure.
