Cursor-dyn-script-contract	1	in_scope	important	risk-integration	<TMPDIR>/plan.txt:64-65,91-92	Exit-2 contract and logging disagree on stdout vs stderr under lib-quiet	`append-tool-failure.sh` logs a capture file; Failure mode 1 says append stderr only, while `emit_kv` contract lines go to FD3 (caller stdout). Tests say PLAN_SIZE_STATUS on stderr/stdout, so harness and operators cannot rely on one stream.	Specify exit-2 emits `PLAN_SIZE_STATUS` via `emit_kv` on the contract stream (FD3) before exit 2, and require Step 2b.5 to log a single combined stdout+stderr capture (or stdout-only if status is always emit_kv); delete stderr/stdout ambiguity in test cases 9-10.
Cursor-dyn-script-contract	1	in_scope	important	correctness	<TMPDIR>/plan.txt:22-23,91-92	SKILL Step 2b.5 parse list omits failure-path fields needed for the warning template	Bullet 1 lists only happy-path KV keys; Failure mode 1 needs `<status>` from `PLAN_SIZE_STATUS` (and optionally partial KV) when exit ne 0.	Orchestrator cannot implement the cited user-visible line without an explicit parse/fallback rule (e.g., parse `PLAN_SIZE_STATUS=` from the same stdout capture on any exit, then branch).
Cursor-dyn-script-contract	1	in_scope	important	correctness	<TMPDIR>/plan.txt:43-44,84-85	PLAN_LINES definition conflicts with the multiple-diff_lines edge case	Body count says trim the trailing `diff_lines:` line singular while DIFF_LINES uses the last `^diff_lines: [0-9]+$` match; a non-trailer earlier match yields inconsistent PLAN_LINES vs DIFF_LINES.	Define PLAN_LINES as line count after removing the chosen DIFF_LINES line only, or removing every `^diff_lines: [0-9]+$` line, or require matching emit-plan body semantics; align Edge cases with the same rule.
Cursor-dyn-script-contract	1	in_scope	important	correctness	<TMPDIR>/plan.txt:44,84-85 vs skills/design/scripts/emit-plan.sh:51-60	Helper diff-line selection can diverge from emit-plan after EMIT_PLAN	emit-plan uses last non-empty line awk; proposed helper uses last regex match; if a valid earlier `diff_lines:` exists and the final non-empty line is not a trailer, emit fails but check-plan-size could still parse a number.	Reuse the same awk tail selection as emit-plan.sh for the happy path, or normatively state check-plan-size runs only after successful EMIT_PLAN and therefore must mirror emit-plan exactly; document the abnormal-path behavior.
Cursor-dyn-script-contract	1	in_scope	nit	correctness	<TMPDIR>/plan.txt:44,58-60	TRIGGER_REASONS multi-hit ordering is required by tests but omitted from the helper KV contract bullet	Harness case 5 expects lexicographic token order; NEW script section lists tokens only.	Specify deterministic ordering (lexicographic on token names) in the helper spec, flags.md, and check-plan-size.md so implementer and harness cannot drift.
Cursor-dyn-script-contract	1	in_scope	nit	correctness	<TMPDIR>/plan.txt:36-37 vs 41-42	flags.md bullet documents exit 2 but not PLAN_SIZE_STATUS values	`references/flags.md` update lists exit 2 generically while the script section names `missing-plan` and `missing-diff-lines`.	Extend the flags.md helper contract with the exact `PLAN_SIZE_STATUS` token set and that they accompany exit 2, matching check-plan-size.md.
Cursor-dyn-test-fixture-gap	1	in_scope	important	correctness	<TMPDIR>/plan.txt:39-47,59-64	TRIGGER_REASONS ordering contract	Case 5 and 8 expect plan-body-lines,diff-lines,files-count as lexicographic order but ASCII lex sort of those tokens is diff-lines,files-count,plan-body-lines; helper bullets only name grep/wc and never specify how reasons are assembled or sorted	Fix the expected strings to true lex order or drop the lexicographic claim and name one canonical order; extend check-plan-size.sh spec with an explicit ordered emission or sort step independent of grep/wc
Cursor-dyn-test-fixture-gap	1	in_scope	important	correctness	<TMPDIR>/plan.txt:66-67,86	Strict threshold boundary tests	Case 11 only spells out diff_lines 600 vs 601 while Edge cases assert harness covers all strict-> boundaries for the numeric gates; plan body 250/251, files-count 8/9, hard plan 800/801, and hard diff 1500/1501 are not enumerated in the harness description	Expand case 11 into explicit subcases (or add cases 12+) for each == vs strict-> pair and align Edge cases line 86 with the same five soft plus two hard numeric comparisons
Cursor-dyn-test-fixture-gap	1	in_scope	latent	risk-integration	<TMPDIR>/plan.txt:89-91	Helper validation failure handling	Failure mode 1 continues to Step 3 without firing soft or hard branches when metrics are missing or malformed	Call out residual product risk or add a fail-closed branch if skipping threshold checks is unacceptable
Cursor-dyn-test-fixture-gap	1	in_scope	nit	code-quality	<TMPDIR>/plan.txt:95-98	Testing strategy wording	Line 97 claims the harness covers every threshold dimension while case 11 omits most boundary pairs	Tighten prose to match the enumerated cases and any explicit non-goals
Cursor-dyn-test-fixture-gap	1	in_scope	nit	correctness	<TMPDIR>/plan.txt:77-78	Renderer regression test delta	Current assert_contains only checks a substring that likely survives the one-line render change so the promised literal update may be unnecessary or incomplete	Add a dedicated assert for the new backtick heading sentence or drop the step if unchanged needles suffice
Cursor-Edge	1	in_scope	important	correctness	skills/design/scripts/test-plan-review-prompt.sh:56-57	Plan_says_update_plan_vs_current_state_assert_contains_needle	That_assertion_pins_The_plan_describes_the_codebase_AFTER_this_PR_lands_not_the_Files_cited_sentence_Change_will_not_be_covered_by_the_named_test	Harness_needs_new_or_repointed_assert_contains_for_the_heading_wording_on_line_94_of_render_plan_review_prompt_sh
Cursor-Edge	1	in_scope	important	correctness	skills/design/scripts/scout-plan-archetypes-wrapper.sh:125|skills/design/scripts/check-plan-size.sh:proposed	FILES_COUNT_grep_stricter_than_scout_regex	Plans_using_extra_whitespace_after_hashes_still_feed_scout_scope_but_soft_hard_file_count_stays_low	Mis_gate_on_sprawl_Align_helper_regex_with_scout_PYTHON_heading_pattern_or_document_models_must_use_strict_single_space_form
Cursor-Edge	1	in_scope	latent	architecture	skills/design/SKILL.md:172-201|skills/design/references/flags.md:proposed	Partition_persistence_claims_initial_argv_only	run_params_and_write_run_params_do_not_carry_partition_today	Gate_B_or_Gate_C_re_entry_may_lose_partition_context_across_turns_or_subagents_breaking_soft_override_every_write Add_partition_flag_to_run_params_or_source_env_at_0b_and_read_it_at_2b5
Cursor-Edge	1	in_scope	nit	architecture	skills/design/SKILL.md:494-506	Immediate_Step_3_callouts_remain_after_EMIT_PLAN	New_2b5_user_prompts_sit_between_EMIT_PLAN_and_Step_3	Anti_halt_text_conflicts_with_new_gating_and_reviewers_may_jump_early Update_those_paragraphs_to_defer_Step_3_until_2b5_resolves_including_Continue_path
Cursor-Innovation	1	in_scope	important	correctness	skills/design/scripts/test-check-plan-size.sh (planned per harness §5-8)	TRIGGER_REASONS lexicographic expectation is internally inconsistent	Implementer following Cases 5 and 8 will assert `plan-body-lines,diff-lines,files-count` but lexicographic order of tokens is `diff-lines,files-count,plan-body-lines`, so the harness fails until expectations are flipped or the spec drops lexicographic ordering.	Fix the written test spec to expect `diff-lines,files-count,plan-body-lines` (or stop claiming lexicographic order and document a fixed priority order in the helper and tests).
Cursor-Innovation	1	in_scope	important	risk-integration	skills/design/SKILL.md:28	Anti-halt step chain omits new sub-step between 2b and 3	Orchestrator muscle-memory and audits treat `2b→3` as immediate; Step 2b.5 user prompts and Bash calls risk being skipped as “halt-adjacent” despite being mandatory before Step 3.	Update the parenthetical to `…→2b→2b.5→3→…` and add one explicit sentence that Step 3 must not start until Step 2b.5 completes (including AskUserQuestion branches).
Cursor-Innovation	1	in_scope	important	architecture	skills/design/SKILL.md:4,12,172	Frontmatter and argv contract omit `-p` / `--partition`	`argument-hint`, the “Public argv allows only” sentence, and Step 0b bullet 1 list only legacy flags; new flag is easy to forget at parse/validate time or to drift from `flags.md`.	Add `-p`/`--partition` to `argument-hint`, extend the allow-list sentence, and include the flag in the Step 0b parse list with the same mutual-exclusion rules as in `references/flags.md`.
Cursor-Innovation	1	in_scope	nit	correctness	skills/design/scripts/check-plan-size.sh (planned)	`lib-quiet` integration left underspecified	Implementer might `source lib-quiet.sh` from the wrong directory or print KVs to stdout without `emit_kv`, breaking capture under quiet redirection.	Mirror `emit-plan.sh`: `source "$SCRIPT_DIR/../../../scripts/lib-quiet.sh"`, `larch_quiet_init`, and `emit_kv` for all machine-readable lines.
Cursor-Innovation	1	in_scope	latent	architecture	skills/design/SKILL.md (planned Step 2b.5 / timing)	No timing-ledger hook for plan-size sub-step	Other substeps emit `timing-ledger.sh mark "design Step …"`; omitting 2b.5 hides latency and regresses uniform timing diagnostics.	Optional: add `mark "design Step 2b.5 — plan size"` after the helper call; add `2b.5` to `skills/design/scripts/step-name-registry.tsv` if downstream tooling expects a row per numbered substep.
Cursor-Innovation	1	out_of_scope	nit	architecture	README.md (plugin UX / Aliases)	New public flag not reflected in consumer-facing entrypoints	Operators discover flags from README or marketplace copy, not only SKILL.md.	After implementation, extend README Aliases or flag matrix if this repo documents `/design` argv there (defer to follow-up issue if out of scope for #2670).
Cursor-Pragmatic	1	in_scope	important	risk-integration	skills/design/SKILL.md:494-506	Step 2b promises immediate continuation to Step 3 after EMIT_PLAN and labels the plan intermediate with no halt before review	New Step 2b.5 inserts AskUserQuestion gates and optional user stops before Step 3, contradicting the existing anti-halt / IMMEDIATELY-to-Step-3 prose and risks implementers following the old wording	Revise the Step 2b tail: replace IMMEDIATELY-continue-to-Step-3 with explicit 2b.5 gating (triggers, branches, when Step 3 may resume) and align the blockquote at line 506 with the new flow
Cursor-Pragmatic	1	in_scope	important	architecture	skills/design/references/approval-gates.md:86-88	skills/design/references/discussion-rounds.md:121-121	Gate B Apply and post-plan discussion both say re-emit EMIT_PLAN then advance (to Step 3b or implied next work) with no mention of plan-size threshold re-check	Orchestrator following only gate or discussion references can skip Step 2b.5 after plan revisions Add one explicit sentence after each EMIT_PLAN instruction: run SKILL Step 2b.5 check-plan-size before leaving that revision boundary (or add a single cross-reference to SKILL Step 2b.5 as a mandatory post-EMIT_PLAN hook)
Cursor-Pragmatic	1	in_scope	nit	architecture	skills/design/SKILL.md:28	Anti-halt sub-step chain lists 2b→3 without 2b.5	Stale navigation list after 2b.5 is introduced	Update the chain to 2b→2b.5→3 (and mention 2b.5 in any other step-boundary enumerations that still imply a direct 2b→3 jump)
Cursor-Pragmatic	1	in_scope	latent	correctness	skills/design/scripts/check-plan-size.sh (planned)	Plan defines PLAN_LINES as wc -l after removing only the trailing diff_lines line while DIFF parsing uses the last matching diff_lines line anywhere	Mid-body diff_lines lines inflate PLAN_LINES or confuse operators comparing PLAN_LINES vs emit-plan validation	Define PLAN_LINES as counting all non-trailer lines: strip the emit-plan canonical last non-empty line when it matches diff_lines, or strip every line matching ^diff_lines: [0-9]+$ from the tail; keep DIFF_LINES aligned with the same rule documented in check-plan-size.md
Cursor-Pragmatic	1	in_scope	nit	code-quality	Makefile (plan text)	Plan says place test-check-plan-size near Makefile lines 80-150	Implementer searches wrong region and misses the real test-harnesses block around lines 168-378	Point to the existing test-harnesses shard block (e.g. test-harnesses-12 alongside test-emit-plan) instead of stale line ranges
Cursor-Pragmatic	1	out_of_scope	nit	architecture	README.md:58-61 docs/skills.md:48-50	Public /design argv matrix omits proposed -p/--partition	Operators read README or docs/skills for invocation and miss the new flag	Follow-up doc PR: extend the argv snippet and cross-link flags.md after the flag ships
Cursor-Requirements	1	in_scope	important	architecture	skills/design/scripts/step-name-registry.tsv:1-16 plus skills/design/SKILL.md:28	Step 2b.5 adds a new numbered sub-step but the plan never updates the Step Name Registry or the Anti-halt sub-step chain that still lists 2a.5 to 2b to 3 only.	skills/shared/progress-reporting.md requires each orchestrator step number to map through the registry for breadcrumb short names; omitting 2b.5 makes the new sub-step name non-normative and invites inconsistent operator-visible breadcrumbs.	Add a `2b.5` row to step-name-registry.tsv and extend the Anti-halt continuation line in SKILL.md so `2b.5` appears between `2b` and `3` (and any other explicit `2b to 3` jump text updated accordingly).
Cursor-Requirements	1	in_scope	important	correctness	plan.txt:60-63	The harness spec claims lexicographic `TRIGGER_REASONS` ordering but the worked example order is not lexicographic.	Implementors or reviewers will sort tokens differently than the harness expects causing false failures or wrong comma ordering.	Either change the example to true lexicographic order (`diff-lines,files-count,plan-body-lines`) or drop the lexicographic requirement and document deterministic ordering explicitly.
Cursor-Requirements	1	in_scope	important	risk-integration	skills/design/scripts/check-plan-size.sh (proposed) plus scripts/lib-quiet.sh:37-76	The plan tells the orchestrator to parse KV lines from ordinary stdout after sourcing `lib-quiet.sh` with `larch_quiet_init`.	Under the quiet-by-default contract ordinary `printf` / `echo` to stdout is redirected to the quiet log; only `emit` / `emit_kv` reach FD 3; naive stdout KV would make Step 2b.5 see empty captures and mis-fire branches.	Specify in check-plan-size.md and the helper that machine-readable keys use `emit_kv` (mirroring emit-plan.sh) and describe how the orchestrator should capture that contract stream.
Cursor-Requirements	1	in_scope	nit	correctness	plan.txt:28	The Split-path preservation note leans on `PLAN_WRITE_OK` gating Step 6 cleanup.	On the Split / hard-fail path execution typically terminates before Step 5 and Step 6 anyway; tying preservation primarily to `PLAN_WRITE_OK` is easy to misread as a Step 6 invariant when the real reason is early abort before cleanup.	Reword to state that Split exits before finalize/cleanup while still noting `PLAN_WRITE_OK` remains unset for consistency with other bail paths.
Cursor-Requirements	1	in_scope	nit	risk-integration	plan.txt:31	Gate A re-fire bullet cites `discussion-rounds.md` without the `references/` prefix.	Implementors may open a non-existent top-level path under skills/design.	Use the repo-relative path `skills/design/references/discussion-rounds.md` in the plan text and SKILL insertion.
Cursor-Requirements	1	in_scope	latent	correctness	plan.txt:66-67	Case 11 promises boundary verification for all three numeric thresholds but only spells out `diff_lines` 600 vs 601 examples.	`plan_lines` 250 vs 251 and `files-count` 8 vs 9 edge cases may ship without harness coverage despite being called out in Edge cases.	Add explicit harness cases (or extend case 11) for plan-body line and files-count `==` vs `>` boundaries matching the Edge cases section.
Codex-Arch	1	in_scope	important	correctness	skills/design/SKILL.md:496-506; skills/design/references/approval-gates.md:84-88	Step 2b.5 has a single Continue target even though the plan reuses it after later plan revisions	Gate B Apply re-emits ACTION=EMIT_PLAN and should proceed to Step 3b, but the proposed Step 2b.5 soft/no-trigger branches say proceed to Step 3, causing an unnecessary review loop or wrong control flow after accepted findings are applied	Define Step 2b.5 as a reusable check with an explicit caller return target: initial Step 2b returns to Step 3, Gate B Apply returns to Step 3b, post-plan discussion returns to its Gate A/Gate C caller path
Codex-Arch	1	in_scope	important	architecture	skills/design/SKILL.md:251-264; skills/design/references/discussion-rounds.md:13-70	The semantic sprawl partition hook is planned in SKILL.md, but the Step 1c and Step 1d bodies are delegated to discussion-rounds.md	The normative AskUserQuestion behavior remains in discussion-rounds.md, so maintainers following the delegated reference may never fire the new partition offer after clarifying answers or Step 1d responses	Add skills/design/references/discussion-rounds.md to Files to modify and place the semantic sprawl hook in the Step 1c and Step 1d bodies there, with SKILL.md only pointing to that canonical reference
Codex-Arch	1	in_scope	important	risk-integration	skills/design/references/approval-gates.md:82-101; skills/design/SKILL.md:617-619	Gate B owns plan revision but the plan does not modify approval-gates.md to re-run the plan-size check after Apply all or per-finding Apply	The proposed SKILL.md pointer can drift from the delegated Gate B procedure, and users applying review findings may bypass the new threshold check entirely	Update approval-gates.md Gate B options to require ACTION=EMIT_PLAN followed by the reusable Step 2b.5 check before advancing, and include that file in Files to modify
Codex-Arch	1	in_scope	important	correctness	skills/design/SKILL.md:4-22; skills/design/SKILL.md:170-184; skills/design/references/flags.md:5-21	The plan adds -p/--partition as a table row but does not explicitly update all public argv allowlists and parse-surface prose	Line-level allowlists still name only --trivial, --simple, --hard, --no-dedup, and --run-id, so the new flag can be treated as unsupported or ambiguous despite the new row	Update argument-hint, the public argv allowlist, Step 0b parse list, and flags.md contract text to include -p/--partition and its --trivial mutual exclusion
Codex-Arch	1	in_scope	latent	correctness	skills/design/scripts/emit-plan.sh:51-58; skills/design/scripts/emit-plan.md:5-17	The helper plan says check-plan-size parses the last matching diff_lines line, which diverges from the existing emit-plan final-nonempty-line contract	A standalone or future caller could accept a plan-size check for a plan that ACTION=EMIT_PLAN rejects, leaving two validators with different definitions of a valid plan trailer	Align check-plan-size.sh and its .md with emit-plan: require the final non-empty line to be diff_lines: <N>, or explicitly update emit-plan and its tests if the grammar is intentionally changing
Codex-dyn-flag-lifecycle	1	in_scope	important	correctness	<TMPDIR>/plan.txt:22-30,85; skills/design/SKILL.md:66-72; scripts/write-design-current-env.sh:119-127; scripts/write-run-params.sh:123-138	Finding 1: --partition has no named durable storage	The plan says the initial argv flag persists and Step 2b.5 re-fires after Gate B and post-discussion revisions, but it never names a variable or session key. Existing Bash re-entry restores only source-env keys, and run-params has a fixed schema without partition state, so later Gate B/Gate A re-entry paths can lose whether --partition was set.	Add a durable key such as DESIGN_PARTITION_REQUESTED=true in source-env via write-design-current-env.sh, or partition_requested in run-params.json via write-run-params.sh, update docs/tests, and require every Step 2b.5 invocation to read that key rather than argv memory.
Codex-dyn-flag-lifecycle	1	in_scope	important	correctness	<TMPDIR>/plan.txt:6,20,87; skills/design/SKILL.md:100-170	Finding 2: mutual-exclusion timing is internally inconsistent	The plan labels parsing as Step 0b, but current Step 0b runs after Step 0a session setup. That conflicts with the plan requirement that --partition/--trivial rejection fires before any sub-step; an invalid invocation could still create DESIGN_TMPDIR and run setup before aborting.	Specify a pre-Step-0 flag validation pass before Step 0a, or move the relevant mutual-exclusion check ahead of session setup. Include the exact error text and require it to name both --partition and --trivial.
Codex-dyn-flag-lifecycle	1	in_scope	important	architecture	<TMPDIR>/plan.txt:30; skills/design/references/approval-gates.md:1-9,86-87; skills/design/references/discussion-rounds.md:3-9,121	Finding 3: re-fire contract is planned in the wrong authority files	The plan adds only a SKILL.md pointer for Gate B and post-discussion re-fire, but current Gate B and discussion revision behavior is owned by approval-gates.md and discussion-rounds.md. Those reference bodies currently say to re-emit ACTION=EMIT_PLAN only, so future maintainers can execute the normative reference and skip Step 2b.5.	Add approval-gates.md and discussion-rounds.md to Files to modify. Update Gate B Apply all and per-finding Apply plus the post-plan discussion revision authority to call the named Step 2b.5 procedure immediately after ACTION=EMIT_PLAN.
Codex-dyn-flag-lifecycle	1	in_scope	latent	architecture	<TMPDIR>/plan.txt:21,28; skills/design/SKILL.md:251-264,790-803; skills/design/references/discussion-rounds.md:13-72	Finding 4: Step 1c/1d partition hook may not fire from the actual discussion bodies	The plan places the Step 1c/1d early Split hook under SKILL.md, but SKILL.md delegates both bodies to discussion-rounds.md. Cleanup preservation is acceptable if the Split-path procedure is actually invoked, because Step 6 only runs after a successful Step 5 path, but the planned edit target does not reliably insert the hook inside Step 1d after each answer.	Add discussion-rounds.md to Files to modify and put the semantic-sprawl AskUserQuestion plus Split-path handoff directly in the Step 1c and Step 1d bodies. Explicitly state that this early non-zero Split exit runs the same Terminal cost line and does not enter Step 6 cleanup.
Codex-dyn-script-contract	1	in_scope	important	correctness	<TMPDIR>/plan.txt:22-27,89-91	Step 2b.5 does not distinguish exit 2 validation failures from other non-zero helper failures	An argv error or internal shell failure can return non-zero without PLAN_SIZE_STATUS, leaving the SKILL.md wrapper to print an empty status or branch on partial KV output	Specify rc handling explicitly: rc 0 parses trigger KVs and branches, rc 2 parses PLAN_SIZE_STATUS and warns/continues, any other rc reports internal-error, appends combined stdout/stderr, ignores trigger KVs, and continues to Step 3
Codex-dyn-script-contract	1	in_scope	important	risk-integration	<TMPDIR>/plan.txt:33-50,.claude/rules/script-md-siblings.md:7-12	The sibling documentation plan does not require the same failure KV contract as the script emit spec	The proposed check-plan-size.md can document only the six success KVs while omitting PLAN_SIZE_STATUS=missing-plan|missing-diff-lines, causing field-name drift from the SKILL.md failure wrapper	Require check-plan-size.md and flags.md to enumerate the exact stdout fields for success and exit 2, including PLAN_SIZE_STATUS values, TRIGGER_REASONS tokens, and stdout-vs-stderr placement
Codex-dyn-script-contract	1	in_scope	important	correctness	<TMPDIR>/plan.txt:42-43,80-85	The last matching diff_lines rule is stated but not made implementable	The script spec still says trailer and parse the trailer, so an implementer can use grep or head semantics that select the first matching diff_lines line or conflict with the body-line trimming rule	Add an explicit awk or tail pipeline that stores the last /^diff_lines: [0-9]+$/ match, define whether it must be the final non-empty line, and add a harness case with two diff_lines entries proving the later value wins
Codex-dyn-script-contract	1	in_scope	latent	correctness	<TMPDIR>/plan.txt:55-66	TRIGGER_REASONS ordering contradicts the stated lexicographic rule	The expected string plan-body-lines,diff-lines,files-count is not lexicographic order, so tests and docs can disagree with the implementation	Change the expected lexicographic order to diff-lines,files-count,plan-body-lines or drop the lexicographic claim and define threshold-order emission explicitly
Codex-dyn-test-fixture-gap	1	in_scope	important	correctness	<TMPDIR>/plan.txt:52-87	Edge-case section is not matched by the 11 helper fixtures	The plan lists zero heading, diff_lines:0, multiple diff_lines lines, --partition re-run persistence, and --partition plus --trivial rejection scenarios, but the 11 test-check-plan-size.sh cases only cover threshold crossings, missing plan, missing trailer, and partial boundaries	Add explicit fixtures for the helper-owned edge cases, and add or name a separate argv/orchestrator harness for --partition persistence and mutual exclusion rather than implying test-check-plan-size.sh covers them
Codex-dyn-test-fixture-gap	1	in_scope	important	correctness	<TMPDIR>/plan.txt:43-45	TRIGGER_REASONS ordering contract is underspecified and the expected strings are not lexicographic	Cases 5 and 8 expect plan-body-lines,diff-lines,files-count while lexicographic ascending order would be diff-lines,files-count,plan-body-lines; the proposed grep -cE and wc pipeline only computes counts and contains no explicit sort or canonical append step	Either change the expected order and implementation plan to LC_ALL=C sort the reason tokens before joining, or remove the lexicographic claim and document the intended fixed order explicitly
Codex-dyn-test-fixture-gap	1	in_scope	important	correctness	<TMPDIR>/plan.txt:35-66	Boundary case 11 does not cover all strict-threshold equality boundaries	The plan defines five numeric thresholds, soft 250,600,8 and hard 800,1500, but case 11 only names diff_lines 600/601 and says three numeric thresholds; it does not require equality fixtures for hard plan-body 800 or hard diff_lines 1500	Add equality and plus-one fixtures for all five thresholds: 250/251 plan soft, 600/601 diff soft, 8/9 files soft, 800/801 plan hard, and 1500/1501 diff hard, asserting strict > behavior and hard precedence
Codex-dyn-test-fixture-gap	1	in_scope	important	risk-integration	<TMPDIR>/plan.txt:42-44; skills/design/scripts/emit-plan.sh:51-58; skills/design/scripts/emit-plan.md:15-17	Multiple diff_lines edge case conflicts with the existing plan trailer contract	The proposed helper says it validates a trailing diff_lines field, but the edge case says it parses the last matching diff_lines line anywhere in the file; existing EMIT_PLAN requires the final non-empty line to be diff_lines: N, so accepting an earlier body line would diverge from the current integration contract	Align check-plan-size.sh with emit-plan.sh by validating the final non-empty line only, or explicitly revise the EMIT_PLAN contract and tests if last-match-anywhere is intended
Codex-Edge	1	in_scope	important	security	skills/design/SKILL.md:761-786	Planned Step 5d would ship a hard-coded comment to issue 2672 in the runtime /design skill	Every non-trivial /design run in a consumer repository would attempt gh issue comment 2672 against that repository, causing wrong-repo noise at best and leaking workflow metadata into an unrelated public issue at worst	Do not add Step 5d to shipped SKILL.md; handle the larch #2672 dependency as one-time PR or issue bookkeeping outside the runtime skill, or strictly guard it to this plugin repo and a single intended issue
Codex-Edge	1	in_scope	important	correctness	skills/design/SKILL.md:496-506	The branch rules let --partition downgrade a hard threshold into a soft prompt	The plan says the hard branch only fires when HARD_TRIGGER_FIRED=true and --partition is not set, so a >800-line or >1500-diff-line plan invoked with --partition can still show Continue with current scope despite the no-override hard-trigger contract	Evaluate hard triggers before the partition override; whenever HARD_TRIGGER_FIRED=true, show the hard Split/Cancel prompt with no Continue, and treat partition-flag only as an added reason or as a soft trigger when no hard threshold fired
