finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_11	codex-specialist-correctness-output.txt	rejected	NO	partially-true	minor	good	false	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	partially-true	minor	good	false	cursor-pragmatism
FINDING_12	codex-specialist-correctness-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	partially-true	minor	adequate	false	cursor-pragmatism
FINDING_13	codex-specialist-correctness-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	partially-true	minor	adequate	false	cursor-pragmatism
FINDING_14	codex-specialist-correctness-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	false-positive	nit	weak	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_15	cursor-specialist-edge-cases-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_16	codex-specialist-edge-cases-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	blocker	excellent	false	cursor-plan-fidelity	YES	true	blocker	excellent	false	cursor-pragmatism
FINDING_17	codex-specialist-edge-cases-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_18	cursor-specialist-testing-output.txt	neutral	NO	true	minor	adequate	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	NO	partially-true	minor	adequate	false	cursor-pragmatism
FINDING_19	cursor-specialist-testing-output.txt	neutral	NO	true	minor	adequate	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	NO	partially-true	minor	adequate	false	cursor-pragmatism
FINDING_20	cursor-specialist-testing-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	partially-true	minor	adequate	false	cursor-plan-fidelity	NO	partially-true	minor	adequate	false	cursor-pragmatism
FINDING_21	cursor-specialist-testing-output.txt	neutral	NO	true	minor	adequate	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	NO	partially-true	minor	adequate	false	cursor-pragmatism
FINDING_22	cursor-specialist-testing-output.txt	neutral	NO	true	minor	adequate	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	NO	partially-true	minor	adequate	false	cursor-pragmatism
FINDING_23	cursor-specialist-testing-output.txt	rejected	NO	partially-true	minor	adequate	false	cursor-validity	NO	partially-true	minor	adequate	false	cursor-plan-fidelity	NO	partially-true	minor	adequate	false	cursor-pragmatism
FINDING_24	cursor-specialist-testing-output.txt	rejected	NO	uncertain	minor	adequate	true	cursor-validity	NO	partially-true	minor	adequate	false	cursor-plan-fidelity	NO	uncertain	minor	adequate	true	cursor-pragmatism
FINDING_25	cursor-specialist-testing-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	weak	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_26	cursor-specialist-testing-output.txt	rejected	NO	true	nit	weak	false	cursor-validity	NO	true	nit	weak	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_27	codex-specialist-testing-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_28	codex-specialist-testing-output.txt	neutral	NO	true	minor	adequate	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	NO	partially-true	minor	adequate	false	cursor-pragmatism
FINDING_29	dyn-diagnostics-parity-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_30	dyn-diagnostics-parity-output.txt	neutral	NO	true	minor	good	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	NO	partially-true	minor	good	false	cursor-pragmatism
FINDING_31	dyn-diagnostics-parity-output.txt	accepted	YES	true	minor	good	false	cursor-validity	YES	true	minor	good	false	cursor-plan-fidelity	YES	true	minor	good	false	cursor-pragmatism
FINDING_32	dyn-diagnostics-parity-output.txt	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism
FINDING_33	dyn-diagnostics-parity-output.txt	accepted	YES	true	minor	adequate	false	cursor-validity	YES	true	minor	adequate	false	cursor-plan-fidelity	NO	partially-true	minor	adequate	false	cursor-pragmatism
