I'll read the plan and trace the files it references to check requirements coverage.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
11	in_scope	nit	architecture	plan.txt:11,83	Retry caps via --caps subcommand OR inlined table but --caps is not listed among script subcommands	Implementer ambiguity: caps may be duplicated diverging between stall-recovery-report.md and references/stall-recovery.md	Pick one SSOT: add caps subcommand to script+md contract or delete --caps mention and mandate single inlined table in references/stall-recovery.md
12	in_scope	nit	correctness	plan.txt:30,109	LARCH_STALL_RECOVERY_DRY_RUN=1 documented for manual verification but absent from stall-recovery-report.sh subcommand/env contract	Dry-run knob behavior unspecified in script interface; implementers may wire it only in prose	Add env knob handling to stall-recovery-report.sh+md is-larch-dev-clone/issue-input-file paths and a harness case asserting print-only behavior
13	in_scope	nit	correctness	plan.txt:30,85	STALL_TRACKING persist cites restore-finalize-state.sh key-based rewrite pattern but that script rebuilds finalize-state from ship-pr-state it does not rewrite individual ship-pr keys	Success-path STALL_TRACKING=false persistence underspecified; orchestrator may copy wrong helper or clobber state	Specify the same inline awk key-rewrite idiom used in SKILL.md Step 5 stall and Exit 6 handling or add a dedicated write-ship-pr-state-key.sh helper
14	in_scope	latent	security	AGENTS.md:SECURITY.md	Allowlist sanitization and public larch bug filing are security-relevant but plan does not list SECURITY.md update	New outbound issue-body contract and redaction rules may be undocumented for security reviewers	Add SECURITY.md subsection for stall-recovery allowlist fields redact-secrets backstop and consumer-repo print-only path
15	out_of_scope	nit	architecture	docs/linting.md:101	New harness requires linting doc table update per repo convention	Docs drift on make target inventory	Update docs/linting.md harness table when adding test-stall-recovery-report

**1. correctness** `skills/implement/SKILL.md:421-430` — Step 17.5 is inserted only after Step 17, but many stall bail paths still say “skip to Step 18.” Early bailouts never hit 17.5, so classification, issue filing, and recovery are skipped. **Suggested revision:** Make Step 18 entry run Step 17.5 when `STALL_TRACKING=true`, or retarget all stall bail bullets to Step 17.5.

**2. correctness** `plan.txt:3,35,89` — The opening goal and dispatch table say recovery resumes at the prior step, but success-path item 5 jumps straight to Step 18 with `[DONE]`. **Suggested revision:** On success, exit 17.5 to the `RESUME_HINT` step and only reach Step 18 after the normal downstream chain completes.

**3. correctness** `skills/implement/SKILL.md:1549` — `step6-checks` recovery includes main-agent Edit/Write, but ship-pr Exit 4 with `STALL_STEP=6` forbids orchestrator code edits. **Suggested revision:** Carve out ship-pr `PHASE=checks` / `STALL_STEP=6` stalls from editable recovery; re-invoke `ship-pr.sh` or terminal-fail only.

**4. correctness** `plan.txt:89,11` — Classifier fallback reads `BAIL_REASON` from `session-env.sh`, but the codebase uses `IMPLEMENT_BAIL_REASON` from bootstrap stdout and does not persist it to session-env. **Suggested revision:** Read `execution-issues.md` / persisted tmpdir KV, or require writing `IMPLEMENT_BAIL_REASON` before 17.5.

**5. risk-integration** `skills/implement/SKILL.md:66` — `step5-review` recovery invokes `review-and-fix.sh` directly, violating NEVER #16’s background+monitor pair. **Suggested revision:** Use `scripts/run-step5-review.sh` with the Step 5 envelope, or document an explicit carve-out.

**6. correctness** `plan.txt:31` — Plan cites `scripts/review-and-fix.sh`; the real path is `skills/review-and-fix/scripts/review-and-fix.sh`. **Suggested revision:** Fix the path or use the `run-step5-review.sh` wrapper.

**7. architecture** `Makefile:43,82,608` — Plan says “wire into `make test`,” but there is no `make test`; harnesses must join a `test-harnesses-N` shard. **Suggested revision:** Add the target and assign it to a shard per `docs/linting.md`.

**8. architecture** `scripts/test-implement-structure.sh:229-249` — No plan update for structure tests covering Step 17.5 ordering and continuation prose. **Suggested revision:** Extend the harness to pin 17 → 17.5 → 18 flow and the `STALL_TRACKING=false` skip path.

**9. correctness** `plan.txt:103-109` — Failure mode #3 promises an integration test for post-recovery `STALL_TRACKING=false`, but the testing strategy lists only unit tests and manual dry-run. **Suggested revision:** Add an automated test or drop the claim.

**10. correctness** `plan.txt:11,43-56` — `contract-failure` is a classifier output but has no harness case. **Suggested revision:** Add a hermetic test for that branch and zero-retry terminal handling.

**11. architecture** `plan.txt:11,83` — Retry caps may come from a `--caps` subcommand “or” an inlined table, but `--caps` is not in the subcommand list. **Suggested revision:** Pick one SSOT and document it in both contract siblings.

**12. correctness** `plan.txt:30,109` — `LARCH_STALL_RECOVERY_DRY_RUN=1` is mentioned for manual verification but not in the script contract. **Suggested revision:** Specify env handling in `stall-recovery-report.sh`/`.md` and add a harness assertion.

**13. correctness** `plan.txt:30,85` — Success-path `STALL_TRACKING` persistence is attributed to `restore-finalize-state.sh`, which rebuilds `finalize-state.sh` rather than rewriting ship-pr keys. **Suggested revision:** Pin the inline awk key-rewrite idiom from existing SKILL.md stall paths or add a dedicated helper.

**14. security** `AGENTS.md` — Security-relevant allowlist sanitization and public bug filing omit a `SECURITY.md` update. **Suggested revision:** Document the new outbound issue-body contract and redaction backstop.

**15. [OUT_OF_SCOPE] architecture** `docs/linting.md:101` — New harness should update the linting doc inventory per repo convention.
