Reviewing the implementation plan and exploring cited codebase paths.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
11	out_of_scope	latent	architecture	skills/design/SKILL.md:1023-1036	Step 6 prompt-contract clarification deferred (DECISION_1)	If re-fire is intra-skill continuation rather than a full Step 0b restart, entry guard and lifecycle filters both miss	Revisit explicit stop-after-cleanup prose if post-land spurious re-entry continues

**1. Makefile harness registration** — [`Makefile`](Makefile) line 18 defines `lint: test-harnesses ...`, not per-harness prerequisites. A new `test-design-reentry-guard` recipe must land on a `test-harnesses-N` shard (e.g. shard 14 next to `test-design-structure`) or `make lint` will never run it.

**2. Stated gap vs lifecycle filter** — [`skills/design/SKILL.md`](skills/design/SKILL.md) sub-step 2.5 already rejects `[DESIGNING]` via `title_has_lifecycle_reject_prefix` ([`scripts/lib-title-eligibility.sh`](scripts/lib-title-eligibility.sh) line 12). The plan’s “rename failed but publish succeeded → lifecycle miss” story does not hold when Step 0b.5 applied `[DESIGNING]`. Sub-step 2.6 mainly adds friction after operators strip lifecycle prefixes (plan edge case line 113), not the headline rename-failure path.

**3. Intra-skill re-entry blind spot** — Guard is Step 0b-only. Post-cleanup re-fire that continues inside the same skill without a fresh 0b pass is unchanged; aligns with deferred anti-halt work.

**4. SECURITY.md** — Same directory as `current-design-env-<PID>.sh` ([`SECURITY.md`](SECURITY.md) line 51); new markers need a documented trust model per [`AGENTS.md`](AGENTS.md).

**5–6. Step 0b integration** — Require prelude-sourced bash for 2.6 and decide Final summary / `SUMMARY_OUTCOME` vs explicit skip ([`render-final-summary.sh`](skills/design/scripts/render-final-summary.sh) lines 39–44 enumeration).

**7–10. Implementation hygiene** — Structural ordering pins, `mkdir -p`, stat portability, banner test claim.

**[OUT_OF_SCOPE]** Step 6 stop sentence if guard insufficient after land ([`skills/design/SKILL.md`](skills/design/SKILL.md) lines 1023–1036).
