Reading the plan and exploring referenced codebase paths for the architecture review.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
**1. [correctness]** `plan.txt` steps 3–4 vs [`skills/implement/SKILL.md`](skills/implement/SKILL.md) L691–701 — The plan composes `feature-description.txt` before copying `plan-from-issue.txt`; SKILL does the reverse. The Failure modes section (plan L221) incorrectly documents `gh` then `cp`. Reorder to match SKILL and update the mitigation comment.

**2. [correctness]** `plan.txt` step 10 vs [`skills/implement/SKILL.md`](skills/implement/SKILL.md) L783–786 — `run-step1-plan-log.sh` only writes `plan-goals-test`; it does not call [`scripts/write-tally.sh`](scripts/write-tally.sh). Absorbing call #15 without `write-tally.sh` drops the `plan-review-tally` batch.

**3. [architecture]** [`skills/implement/SKILL.md`](skills/implement/SKILL.md) L420–429 — `IMPLEMENT_BAIL_REASON=dirty-tree` (plan step 7) is not in the Step 18 routing table and `STALL_TRACKING` stays false, so removing the prompt-side dirty-tree subsection (plan L197) lets the orchestrator continue to the implementer waterfall and `1.r` rebase. Add explicit post-bootstrap dirty-tree recovery routing (the plan’s claim of existing AskUserQuestion recovery is not defined for Step 0 in this skill).

**4. [integration]** [`skills/implement/SKILL.md`](skills/implement/SKILL.md) L298–361 — Plan edge cases use `STEP_FAILED=copy-plan` / `gh-issue-view` + exit 2, but SKILL only handles four `STEP_FAILED` values today. Extend the `_ib_rc` exit-2 handler block.

**5. [architecture]** [`skills/implement/SKILL.md`](skills/implement/SKILL.md) L654–685 — Plan item 3 does not remove the “Plan materialization from issue body” token/timing marks or the redundant `create-branch.sh --check` block; `phase_infra` already runs `--check`. Remove or relocate these sections to avoid duplicate Step 0 side effects.

**6. [risk-integration]** [`skills/implement/scripts/test-implement-bootstrap.sh`](skills/implement/scripts/test-implement-bootstrap.sh) L482–572 — New argv validation requires `--preflight-tmpdir` for `plan|coder|all`; existing `B2-plan`, `B4-plan`, and `B5-plan` omit it and will fail after landing. Add a fixture tmpdir with `plan-from-issue.txt` for all plan-phase cases.

**7. [correctness]** `plan.txt` L156–160 — Slug edge-case tests assert `BRANCH_NAME` contains the slug, but `BRANCH_NAME` comes from `git-current-branch.sh`, not from `create-branch --branch`. Assert the derived branch name in `invoke-log.txt` instead.

**8. [correctness]** `plan.txt` L221 — Documented operation order in Failure modes contradicts both SKILL and the plan’s own step list; fix to prevent order-of-operations regressions.

**9. [architecture]** [`skills/implement/SKILL.md`](skills/implement/SKILL.md) L669–670 — Token/timing “Step 0 — plan materialization” marks are not moved into `phase_plan_materialize`; add them if parity matters.

**10. [security]** `plan.txt` L83–90 vs [`skills/implement/SKILL.md`](skills/implement/SKILL.md) L632–634 — Compose `larch-plan-summary.md` through `redact-secrets.sh` (and existing PII/URL rules) before `tracking-issue-summary.sh upsert-summary`.

**11. [risk-integration]** `plan.txt` L150 vs [`skills/implement/scripts/test-implement-bootstrap.sh`](skills/implement/scripts/test-implement-bootstrap.sh) L565 — Do not reuse the name `B5-plan` for the green-path case; it already names the tracking-init-fail guard test.

[OUT_OF_SCOPE] **latent** [`skills/implement/SKILL.md`](skills/implement/SKILL.md) L735 — Step 0 references “shared dirty-tree recovery rules used elsewhere in this skill” but no such rules exist in `/implement` today (only `/design` defines AskUserQuestion recovery). Worth a follow-up issue even if Phase 3 adds bootstrap bail routing.
