Reading the implementation plan and exploring the referenced codebase paths.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
**4. `--require-result-pattern` vs pretty-printed JSON (correctness)** — Pattern `'^[[:space:]]*(schema_version|\{"no_issues_found)'` is line-anchored; multi-line pretty-printed `{"no_issues_found": true}` can fail and trigger unnecessary waterfall retries. Widen the ERE or document/require single-line `.result`.

**5. `vendor_verify_sweep_regression` rewrite (risk-integration)** — Replacing the helper that stubs `run_per_job_local_fix_loop` with a full `ship-pr.sh` invocation may not preserve exit 4 / `STALL_STEP=10-max-retries` / launcher counts. Verify before deleting the helper; keep a thin wrapper if needed.

**6–7. Docs (risk-integration)** — Update [`scripts/launch-review.md`](scripts/launch-review.md) (sibling contract) and [`SECURITY.md`](SECURITY.md) for `--mode ask` and `CURSOR_DEGRADED_RESPONSE`; neither is in the plan’s file list.

**8–9. Validator header + B3 harness (nit)** — Sync `validate-research-output.sh` header comments with the new literal; spell out Case B3 wiring (`LARCH_TEST_TRAP_AFTER_INNER_DONE_FILE` or stub `outputTokens`), not “extraction-only mode.”

**10. Pattern false positive (latent)** — `grep -Eq` on any line can match `schema_version` in prose; acceptable if combined with the byte heuristic for short outputs.

**[OUT_OF_SCOPE]** — Panel harness lacks `--require-result-pattern` tests; `skills/shared/voting-protocol.md:145` still shows `--mode plan`.
